product,channel,title,url,video_id
Smashbox Studio Skin,Nikkia Joy,SMASHBOX FULL COVERAGE 24 HR FOUNDATION | OILY SKIN REVIEW & WEAR TEST!!,https://www.youtube.com/watch?v=gsoAudD-MaM,gsoAudD-MaM
Smashbox Studio Skin,Thrift Thick,BUT DOES IT LAST...?? | Smashbox Studio Skin 24 Hour Foundation (WEEKLY WEAR: Oily Skin Review),https://www.youtube.com/watch?v=l9Y0ul7qy74,l9Y0ul7qy74
Smashbox Studio Skin,Samantha Jane,Smashbox Studio Skin Foundation Review (Oily Skin) 12 Days of Foundation Day 4,https://www.youtube.com/watch?v=kvYCqtafhg0,kvYCqtafhg0
Smashbox Studio Skin,BiancaReneeToday,SMASHBOX Studio Skin 15 Hr Wear Hydrating Foundation Friday! | BiancaReneeToday,https://www.youtube.com/watch?v=J4eUkfarukY,J4eUkfarukY
Smashbox Studio Skin,Ivory Cherry,Smashbox Studio Skin Full Coverage 24 Hour Foundation for Oily Skin | 2 Day Wear Test!,https://www.youtube.com/watch?v=gdwAL6nIhOE,gdwAL6nIhOE
Tarte Shape Tape,Thrift Thick,tarte face tape foundation | WEEKLY WEAR (Oily Skin Foundation Review),https://www.youtube.com/watch?v=2zVEzeaTTKs,2zVEzeaTTKs
Tarte Shape Tape,All Beauty By Sarah,NEW!!! TARTE FACE TAPE FOUNDATION | WEAR TEST REVIEW,https://www.youtube.com/watch?v=R5e0BN9cbtQ,R5e0BN9cbtQ
Tarte Shape Tape,Zabrena ,Foundation Review &  Wear Test | TARTE FACE TAPE,https://www.youtube.com/watch?v=GTaYVcr5ufA,GTaYVcr5ufA
Tarte Shape Tape,ThatsSoYin,Which is the BEST Tarte Foundation?? Review + Application + Wear Test,https://www.youtube.com/watch?v=-Ar4cLm9750,-Ar4cLm9750
Tarte Shape Tape,Vanessa Lopez,NEW TARTE FACE TAPE FOUNDATION OILY SKIN TESTED & 9 HOUR WEAR TEST | Vanessa Lopez,https://www.youtube.com/watch?v=bx2Yiouuzlk,bx2Yiouuzlk
Tarte Shape Tape,KWKosta,SHAPE TAPE FOUNDATION: 10HR TEST Oily Acne Prone Skin,https://www.youtube.com/watch?v=XdjNQDjHzaU,XdjNQDjHzaU
Too Faced Born This Way,Nikkia Joy,"TOO FACED BORN THIS WAY FOUNDATION FOR OILY SKIN | FIRST IMPRESSIONS, REVIEW & WEAR TEST!!",https://www.youtube.com/watch?v=AD6pawKOXZg,AD6pawKOXZg
Too Faced Born This Way,Thrift Thick,BIGGEST LETDOWN OF 2020?? | Too Faced Born This Way Matte Foundation (WEEKLY WEAR: Oily Skin Review),https://www.youtube.com/watch?v=dYz2lwSIsbE,dYz2lwSIsbE
Too Faced Born This Way,Mufidah Mukhtar,*NEW* TOO FACED BORN THIS WAY  MATTE FOUNDATION REVIEW  +12 hour Wear Test for Oily Acne Prone Skin.,https://www.youtube.com/watch?v=kbTjIZURtBg,kbTjIZURtBg
Too Faced Born This Way,Tammi Clarke,TESTING TOO FACED BORN THIS WAY MATTE FOUNDATION & 7HR WEAR TEST,https://www.youtube.com/watch?v=kdMn2LJOGvY,kdMn2LJOGvY
Too Faced Born This Way,Kirsty Lo,ESTEE LAUDER DOUBLE WEAR VS. TOO FACED BORN THIS WAY MATTE FOUNDATION | Review & Wear Test!,https://www.youtube.com/watch?v=BAinjwGaoT8,BAinjwGaoT8
Too Faced Born This Way,Magdaline Janet,Good on Oily Skin? NEW TOO FACE BORN THIS WAY SOFT MATTE FOUNDATION +12HR WEAR TEST | MagdalineJanet,https://www.youtube.com/watch?v=edskQpTd8C8,edskQpTd8C8
elf Flawless Satin,Nikkia Joy,ELF $6 FLAWLESS FOUNDATION!! DOES IT ACTUALLY WORK!!??,https://www.youtube.com/watch?v=e5hhh68cfi0,e5hhh68cfi0
elf Flawless Satin,Foundation Lady,Testing e.l.f. Flawless Satin Foundation!,https://www.youtube.com/watch?v=jUJJu14rBes,jUJJu14rBes
elf Flawless Satin,SilviaMBeauty,$6 ELF Flawless Finish Foundation Review Oily Skin,https://www.youtube.com/watch?v=5O0n8tP1PH8,5O0n8tP1PH8
elf Flawless Satin,Drea CN,ELF Flawless Finish Foundation & Primer - Does it Work on Oily Skin? | DreaCN,https://www.youtube.com/watch?v=vnN4WUui0dk,vnN4WUui0dk
elf Flawless Satin,Stephanie Holiday,e.l.f. Flawless Satin Foundation - Foundation Wars - Oily Skin (Drugstore Edition),https://www.youtube.com/watch?v=SntZxiz9Fig,SntZxiz9Fig
elf Flawless Satin,Adrika,ELF FLAWLESS FINISH FOUNDATION REVIEW | ACNE + OILY SKIN,https://www.youtube.com/watch?v=kOupKmy6a8U,kOupKmy6a8U
